filename,width,height,class,xmin,ymin,xmax,ymax
11-2019_07_07_22_56_15.png,1024,768,foxhole,579,313,714,424
11-2019_07_07_22_56_15.png,1024,768,sandbag,710,457,753,591
13-2019_07_07_22_56_15.png,1024,768,player,447,425,473,463
13-2019_07_07_22_56_15.png,1024,768,foxhole,610,244,704,330
13-2019_07_07_22_56_15.png,1024,768,storage_box,605,339,639,394
13-2019_07_07_22_56_15.png,1024,768,pillbox,699,174,788,307
13-2019_07_07_22_56_15.png,1024,768,pillbox,799,309,885,410
13-2019_07_07_22_56_15.png,1024,768,foxhole,833,649,956,768
13-2019_07_07_22_56_15.png,1024,768,storage_box,1,223,70,344
13-2019_07_07_22_56_15.png,1024,768,foxhole,1,126,96,213
14-2019_07_07_22_56_15.png,1024,768,crane,80,226,531,768
14-2019_07_07_22_56_15.png,1024,768,storage_box,213,390,278,448
14-2019_07_07_22_56_15.png,1024,768,container,177,380,394,579
14-2019_07_07_22_56_15.png,1024,768,player,496,400,523,441
14-2019_07_07_22_56_15.png,1024,768,tanker,663,131,842,312
14-2019_07_07_22_56_15.png,1024,768,foxhole,1,492,113,643
14-2019_07_07_22_56_15.png,1024,768,foxhole,883,131,1024,241
15-2019_07_07_22_56_15.png,1024,768,container,510,235,645,404
15-2019_07_07_22_56_15.png,1024,768,storage_box,620,272,666,328
15-2019_07_07_22_56_15.png,1024,768,storage_box,389,131,432,163
15-2019_07_07_22_56_15.png,1024,768,storage_box,390,112,434,135
15-2019_07_07_22_56_15.png,1024,768,tanker,120,61,216,223
15-2019_07_07_22_56_15.png,1024,768,crane,137,157,848,346
15-2019_07_07_22_56_15.png,1024,768,storage_box,825,209,857,257
15-2019_07_07_22_56_15.png,1024,768,player,487,411,513,451
15-2019_07_07_22_56_15.png,1024,768,foxhole,504,114,629,214
16-2019_07_07_22_56_15.png,1024,768,pillbox,368,195,470,287
16-2019_07_07_22_56_15.png,1024,768,foxhole,399,546,603,756
16-2019_07_07_22_56_15.png,1024,768,foxhole,514,164,626,252
16-2019_07_07_22_56_15.png,1024,768,storage_box,638,138,684,172
16-2019_07_07_22_56_15.png,1024,768,pillbox,729,103,816,174
16-2019_07_07_22_56_15.png,1024,768,player,515,399,538,441
16-2019_07_07_22_56_15.png,1024,768,foxhole,277,84,380,157
16-2019_07_07_22_56_15.png,1024,768,wire,390,56,495,175
16-2019_07_07_22_56_15.png,1024,768,wire,483,30,614,98
16-2019_07_07_22_56_15.png,1024,768,wire,578,27,725,123
16-2019_07_07_22_56_15.png,1024,768,pillbox,860,57,945,123
17-2019_07_07_22_56_15.png,1024,768,foxhole,106,168,241,297
17-2019_07_07_22_56_15.png,1024,768,wire,259,274,468,348
17-2019_07_07_22_56_15.png,1024,768,wire,414,289,601,411
17-2019_07_07_22_56_15.png,1024,768,player,465,420,492,467
17-2019_07_07_22_56_15.png,1024,768,wire,41,300,265,444
17-2019_07_07_22_56_15.png,1024,768,wire,75,16,241,109
18-2019_07_07_22_56_15.png,1024,768,pillbox,456,307,573,420
18-2019_07_07_22_56_15.png,1024,768,player,519,427,548,468
18-2019_07_07_22_56_15.png,1024,768,watchtower,299,500,442,665
18-2019_07_07_22_56_15.png,1024,768,foxhole,60,474,216,606
18-2019_07_07_22_56_15.png,1024,768,container,809,254,1019,444
18-2019_07_07_22_56_15.png,1024,768,fortified_wall,523,200,840,492
18-2019_07_07_22_56_15.png,1024,768,fortified_wall,512,3,565,242
18-2019_07_07_22_56_15.png,1024,768,fortified_wall,500,1,524,66
18-2019_07_07_22_56_15.png,1024,768,scrapyard,748,1,932,141
18-2019_07_07_22_56_15.png,1024,768,scrap,903,148,985,233
18-2019_07_07_22_56_15.png,1024,768,scrap,877,239,1001,310
18-2019_07_07_22_56_15.png,1024,768,storage_box,996,359,1024,392
18-2019_07_07_22_56_15.png,1024,768,storage_box,1010,417,1024,448
18-2019_07_07_22_56_15.png,1024,768,scrap,644,126,703,172
18-2019_07_07_22_56_15.png,1024,768,scrap,690,95,749,140
18-2019_07_07_22_56_15.png,1024,768,scrap,608,46,705,100
18-2019_07_07_22_56_15.png,1024,768,scrap,570,74,629,121
18-2019_07_07_22_56_15.png,1024,768,scrap,583,108,650,159
18-2019_07_07_22_56_15.png,1024,768,scrap,601,1,660,39
18-2019_07_07_22_56_15.png,1024,768,scrap,690,189,805,269
18-2019_07_07_22_56_15.png,1024,768,scrap,801,210,886,320
18-2019_07_07_22_56_15.png,1024,768,foxhole,746,205,892,322
18-2019_07_07_22_56_15.png,1024,768,scrap,976,124,1024,217
2-2019_07_07_22_56_15.png,1024,768,flatbed,11,140,323,337
2-2019_07_07_22_56_15.png,1024,768,player,512,394,540,439
20-2019_07_07_22_56_15.png,1024,768,storage_box,472,533,534,594
20-2019_07_07_22_56_15.png,1024,768,storage_box,310,538,351,602
20-2019_07_07_22_56_15.png,1024,768,storage_box,260,596,331,653
20-2019_07_07_22_56_15.png,1024,768,storage_box,206,620,270,674
20-2019_07_07_22_56_15.png,1024,768,storage_box,143,646,214,701
20-2019_07_07_22_56_15.png,1024,768,storage_box,82,668,150,724
20-2019_07_07_22_56_15.png,1024,768,storage_box,211,722,288,768
20-2019_07_07_22_56_15.png,1024,768,storage_box,160,750,220,768
20-2019_07_07_22_56_15.png,1024,768,scrap,375,185,430,235
20-2019_07_07_22_56_15.png,1024,768,scrap,124,140,229,212
20-2019_07_07_22_56_15.png,1024,768,scrap,66,576,146,665
20-2019_07_07_22_56_15.png,1024,768,scrap,107,517,182,591
20-2019_07_07_22_56_15.png,1024,768,scrap,10,492,138,588
20-2019_07_07_22_56_15.png,1024,768,scrap,20,292,86,348
20-2019_07_07_22_56_15.png,1024,768,scrap,266,502,366,580
20-2019_07_07_22_56_15.png,1024,768,scrap,201,563,290,639
20-2019_07_07_22_56_15.png,1024,768,scrap,310,435,412,535
20-2019_07_07_22_56_15.png,1024,768,scrap,55,234,112,288
20-2019_07_07_22_56_15.png,1024,768,scrap,44,204,112,255
20-2019_07_07_22_56_15.png,1024,768,scrap,1,209,46,286
20-2019_07_07_22_56_15.png,1024,768,scrap,1,286,25,340
20-2019_07_07_22_56_15.png,1024,768,wire,796,167,895,333
20-2019_07_07_22_56_15.png,1024,768,wire,666,300,853,469
20-2019_07_07_22_56_15.png,1024,768,foxhole,866,215,1018,350
20-2019_07_07_22_56_15.png,1024,768,foxhole,594,581,785,759
20-2019_07_07_22_56_15.png,1024,768,player,486,429,516,473
20-2019_07_07_22_56_15.png,1024,768,scrapyard,74,275,290,461
21-2019_07_07_22_56_15.png,1024,768,scrap,565,238,651,324
21-2019_07_07_22_56_15.png,1024,768,scrap,564,494,645,575
21-2019_07_07_22_56_15.png,1024,768,scrap,140,502,286,645
21-2019_07_07_22_56_15.png,1024,768,scrap,79,473,162,548
21-2019_07_07_22_56_15.png,1024,768,scrap,96,369,164,425
21-2019_07_07_22_56_15.png,1024,768,scrap,145,370,222,443
21-2019_07_07_22_56_15.png,1024,768,scrap,162,305,248,388
21-2019_07_07_22_56_15.png,1024,768,scrap,113,270,188,330
21-2019_07_07_22_56_15.png,1024,768,scrap,147,243,210,300
21-2019_07_07_22_56_15.png,1024,768,scrap,198,189,307,267
21-2019_07_07_22_56_15.png,1024,768,scrap,288,170,358,232
21-2019_07_07_22_56_15.png,1024,768,scrap,392,223,451,273
21-2019_07_07_22_56_15.png,1024,768,scrap,390,176,455,226
21-2019_07_07_22_56_15.png,1024,768,foxhole,188,181,319,279
21-2019_07_07_22_56_15.png,1024,768,scrap,460,197,554,270
21-2019_07_07_22_56_15.png,1024,768,scrap,453,158,540,217
21-2019_07_07_22_56_15.png,1024,768,container,70,108,192,259
21-2019_07_07_22_56_15.png,1024,768,storage_box,29,405,76,457
21-2019_07_07_22_56_15.png,1024,768,storage_box,36,443,83,502
21-2019_07_07_22_56_15.png,1024,768,storage_box,47,485,101,543
21-2019_07_07_22_56_15.png,1024,768,storage_box,60,528,112,593
21-2019_07_07_22_56_15.png,1024,768,storage_box,96,557,166,601
21-2019_07_07_22_56_15.png,1024,768,storage_box,88,729,156,768
21-2019_07_07_22_56_15.png,1024,768,storage_box,1,307,66,360
21-2019_07_07_22_56_15.png,1024,768,storage_box,56,263,118,320
21-2019_07_07_22_56_15.png,1024,768,storage_box,28,244,86,296
21-2019_07_07_22_56_15.png,1024,768,storage_box,2,220,60,272
21-2019_07_07_22_56_15.png,1024,768,crane,1,200,33,239
21-2019_07_07_22_56_15.png,1024,768,foxhole,786,128,911,220
21-2019_07_07_22_56_15.png,1024,768,fortified_wall,126,8,405,141
21-2019_07_07_22_56_15.png,1024,768,fortified_wall,376,16,608,174
21-2019_07_07_22_56_15.png,1024,768,fortified_wall,590,59,887,284
21-2019_07_07_22_56_15.png,1024,768,fortified_wall,840,172,1024,467
21-2019_07_07_22_56_15.png,1024,768,player,481,441,513,483
21-2019_07_07_22_56_15.png,1024,768,scrapyard,270,290,479,472
22-2019_07_07_22_56_15.png,1024,768,storage_box,75,302,133,345
22-2019_07_07_22_56_15.png,1024,768,storage_box,231,265,264,309
22-2019_07_07_22_56_15.png,1024,768,storage_box,242,238,292,282
22-2019_07_07_22_56_15.png,1024,768,storage_box,279,220,329,266
22-2019_07_07_22_56_15.png,1024,768,storage_box,315,203,365,243
22-2019_07_07_22_56_15.png,1024,768,storage_box,353,185,397,229
22-2019_07_07_22_56_15.png,1024,768,storage_box,251,175,298,223
22-2019_07_07_22_56_15.png,1024,768,storage_box,286,165,329,205
22-2019_07_07_22_56_15.png,1024,768,storage_box,322,146,364,189
22-2019_07_07_22_56_15.png,1024,768,storage_box,343,102,395,139
22-2019_07_07_22_56_15.png,1024,768,storage_box,356,88,406,123
22-2019_07_07_22_56_15.png,1024,768,storage_box,375,63,422,98
22-2019_07_07_22_56_15.png,1024,768,storage_box,401,129,447,164
22-2019_07_07_22_56_15.png,1024,768,storage_box,417,110,462,142
22-2019_07_07_22_56_15.png,1024,768,storage_box,427,83,470,118
22-2019_07_07_22_56_15.png,1024,768,storage_box,478,94,523,126
22-2019_07_07_22_56_15.png,1024,768,storage_box,538,114,581,147
22-2019_07_07_22_56_15.png,1024,768,storage_box,515,139,566,174
22-2019_07_07_22_56_15.png,1024,768,storage_box,497,163,544,200
22-2019_07_07_22_56_15.png,1024,768,storage_box,448,146,495,184
22-2019_07_07_22_56_15.png,1024,768,container,560,113,705,226
22-2019_07_07_22_56_15.png,1024,768,crane,498,1,629,125
22-2019_07_07_22_56_15.png,1024,768,foxhole,191,72,302,154
22-2019_07_07_22_56_15.png,1024,768,scrap,283,244,347,298
22-2019_07_07_22_56_15.png,1024,768,scrap,253,283,313,338
22-2019_07_07_22_56_15.png,1024,768,scrap,197,304,294,391
22-2019_07_07_22_56_15.png,1024,768,scrap,231,615,318,706
22-2019_07_07_22_56_15.png,1024,768,scrap,386,217,445,270
22-2019_07_07_22_56_15.png,1024,768,scrap,380,251,439,305
22-2019_07_07_22_56_15.png,1024,768,scrapyard,354,322,564,517
22-2019_07_07_22_56_15.png,1024,768,scrap,594,228,656,277
22-2019_07_07_22_56_15.png,1024,768,scrap,607,271,666,322
22-2019_07_07_22_56_15.png,1024,768,scrap,639,289,725,360
22-2019_07_07_22_56_15.png,1024,768,scrap,592,389,659,456
22-2019_07_07_22_56_15.png,1024,768,scrap,651,383,724,452
22-2019_07_07_22_56_15.png,1024,768,scrap,705,441,775,500
22-2019_07_07_22_56_15.png,1024,768,scrap,609,460,686,515
22-2019_07_07_22_56_15.png,1024,768,scrap,556,577,678,698
22-2019_07_07_22_56_15.png,1024,768,scrap,645,486,733,572
22-2019_07_07_22_56_15.png,1024,768,scrap,430,237,520,315
22-2019_07_07_22_56_15.png,1024,768,scrap,489,194,592,261
22-2019_07_07_22_56_15.png,1024,768,pillbox,866,209,961,340
22-2019_07_07_22_56_15.png,1024,768,watchtower,982,176,1024,246
22-2019_07_07_22_56_15.png,1024,768,player,505,398,532,441
22-2019_07_07_22_56_15.png,1024,768,fortified_wall,719,98,925,341
22-2019_07_07_22_56_15.png,1024,768,fortified_wall,817,283,891,580
22-2019_07_07_22_56_15.png,1024,768,fortified_wall,755,567,895,768
22-2019_07_07_22_56_15.png,1024,768,foxhole,574,241,671,317
23-2019_07_07_22_56_15.png,1024,768,container,303,118,460,270
23-2019_07_07_22_56_15.png,1024,768,storage_box,203,318,266,378
23-2019_07_07_22_56_15.png,1024,768,storage_box,124,389,192,451
23-2019_07_07_22_56_15.png,1024,768,storage_box,54,398,126,458
23-2019_07_07_22_56_15.png,1024,768,storage_box,105,239,165,293
23-2019_07_07_22_56_15.png,1024,768,storage_box,164,228,221,276
23-2019_07_07_22_56_15.png,1024,768,storage_box,227,270,286,318
23-2019_07_07_22_56_15.png,1024,768,storage_box,33,299,91,342
23-2019_07_07_22_56_15.png,1024,768,player,490,380,520,426
24-2019_07_07_22_56_15.png,1024,768,scrap,115,229,180,291
24-2019_07_07_22_56_15.png,1024,768,scrap,160,463,289,590
24-2019_07_07_22_56_15.png,1024,768,scrap,327,474,423,614
24-2019_07_07_22_56_15.png,1024,768,scrap,377,572,501,663
24-2019_07_07_22_56_15.png,1024,768,scrap,469,505,546,576
24-2019_07_07_22_56_15.png,1024,768,scrap,429,438,508,509
24-2019_07_07_22_56_15.png,1024,768,scrap,585,417,694,554
24-2019_07_07_22_56_15.png,1024,768,scrap,688,387,749,450
24-2019_07_07_22_56_15.png,1024,768,player,499,371,529,413
24-2019_07_07_22_56_15.png,1024,768,crane,874,2,1024,346
24-2019_07_07_22_56_15.png,1024,768,storage_box,840,275,883,333
24-2019_07_07_22_56_15.png,1024,768,foxhole,616,374,742,483
24-2019_07_07_22_56_15.png,1024,768,scrap,663,273,736,382
24-2019_07_07_22_56_15.png,1024,768,scrap,549,252,651,328
24-2019_07_07_22_56_15.png,1024,768,scrap,533,197,644,258
24-2019_07_07_22_56_15.png,1024,768,scrap,510,128,578,186
24-2019_07_07_22_56_15.png,1024,768,scrap,384,112,510,180
24-2019_07_07_22_56_15.png,1024,768,scrapyard,310,239,527,425
24-2019_07_07_22_56_15.png,1024,768,fortified_wall,723,465,1015,768
24-2019_07_07_22_56_15.png,1024,768,fortified_wall,262,703,756,768
24-2019_07_07_22_56_15.png,1024,768,fortified_wall,1,660,303,765
24-2019_07_07_22_56_15.png,1024,768,storage_box,734,259,770,311
24-2019_07_07_22_56_15.png,1024,768,storage_box,732,211,764,261
24-2019_07_07_22_56_15.png,1024,768,storage_box,730,163,764,214
24-2019_07_07_22_56_15.png,1024,768,storage_box,729,111,766,159
24-2019_07_07_22_56_15.png,1024,768,storage_box,761,107,801,162
24-2019_07_07_22_56_15.png,1024,768,storage_box,805,113,847,166
24-2019_07_07_22_56_15.png,1024,768,storage_box,808,165,854,217
24-2019_07_07_22_56_15.png,1024,768,storage_box,827,213,870,267
24-2019_07_07_22_56_15.png,1024,768,storage_box,787,266,829,309
24-2019_07_07_22_56_15.png,1024,768,storage_box,775,215,820,269
24-2019_07_07_22_56_15.png,1024,768,storage_box,393,27,421,77
24-2019_07_07_22_56_15.png,1024,768,storage_box,458,102,510,141
24-2019_07_07_22_56_15.png,1024,768,storage_box,499,98,551,145
24-2019_07_07_22_56_15.png,1024,768,storage_box,533,116,586,162
24-2019_07_07_22_56_15.png,1024,768,storage_box,575,133,627,181
24-2019_07_07_22_56_15.png,1024,768,storage_box,611,150,661,195
24-2019_07_07_22_56_15.png,1024,768,storage_box,643,113,694,155
24-2019_07_07_22_56_15.png,1024,768,storage_box,605,94,660,138
24-2019_07_07_22_56_15.png,1024,768,storage_box,575,79,627,120
24-2019_07_07_22_56_15.png,1024,768,container,727,282,939,478
24-2019_07_07_22_56_15.png,1024,768,foxhole,649,11,754,86
24-2019_07_07_22_56_15.png,1024,768,pillbox,789,733,864,768
25-2019_07_07_22_56_15.png,1024,768,scrap,460,337,540,411
25-2019_07_07_22_56_15.png,1024,768,scrap,265,589,386,759
25-2019_07_07_22_56_15.png,1024,768,gathering_salvage,445,539,579,572
25-2019_07_07_22_56_15.png,1024,768,scrapyard,526,524,786,768
25-2019_07_07_22_56_15.png,1024,768,player,501,360,525,403
25-2019_07_07_22_56_15.png,1024,768,storage_box,881,329,942,387
25-2019_07_07_22_56_15.png,1024,768,wire,704,86,842,220
25-2019_07_07_22_56_15.png,1024,768,scrap,783,421,916,565
25-2019_07_07_22_56_15.png,1024,768,scrap,904,550,994,637
25-2019_07_07_22_56_15.png,1024,768,scrap,851,659,939,744
25-2019_07_07_22_56_15.png,1024,768,scrap,807,717,912,768
25-2019_07_07_22_56_15.png,1024,768,scrap,915,698,1015,768
25-2019_07_07_22_56_15.png,1024,768,storage_box,888,473,961,526
25-2019_07_07_22_56_15.png,1024,768,storage_box,931,502,999,572
25-2019_07_07_22_56_15.png,1024,768,storage_box,960,556,1024,628
25-2019_07_07_22_56_15.png,1024,768,storage_box,990,619,1024,703
25-2019_07_07_22_56_15.png,1024,768,foxhole,939,212,1024,320
25-2019_07_07_22_56_15.png,1024,768,fortified_wall,262,1,411,48
25-2019_07_07_22_56_15.png,1024,768,watchtower,89,1,209,74
25-2019_07_07_22_56_15.png,1024,768,fortified_wall,1,65,126,237
25-2019_07_07_22_56_15.png,1024,768,fortified_wall,1,1,115,95
25-2019_07_07_22_56_15.png,1024,768,fortified_wall,1,179,170,555
25-2019_07_07_22_56_15.png,1024,768,fortified_wall,1,509,178,768
27-2019_07_07_22_56_15.png,1024,768,player,489,378,528,424
27-2019_07_07_22_56_15.png,1024,768,foxhole,631,458,783,620
27-2019_07_07_22_56_15.png,1024,768,wire,797,322,946,486
27-2019_07_07_22_56_15.png,1024,768,wire,776,448,870,665
27-2019_07_07_22_56_15.png,1024,768,foxhole,798,182,918,301
27-2019_07_07_22_56_15.png,1024,768,foxhole,260,45,383,133
28-2019_07_07_22_56_15.png,1024,768,pillbox,218,305,355,428
28-2019_07_07_22_56_15.png,1024,768,player,473,363,510,411
28-2019_07_07_22_56_15.png,1024,768,pillbox,433,143,525,232
28-2019_07_07_22_56_15.png,1024,768,foxhole,412,263,568,378
28-2019_07_07_22_56_15.png,1024,768,foxhole,565,63,687,177
28-2019_07_07_22_56_15.png,1024,768,foxhole,553,1,669,67
29-2019_07_07_22_56_15.png,1024,768,watchtower,396,148,521,357
29-2019_07_07_22_56_15.png,1024,768,player,518,387,551,435
29-2019_07_07_22_56_15.png,1024,768,foxhole,790,298,947,441
29-2019_07_07_22_56_15.png,1024,768,raised_gate,1,156,366,287
29-2019_07_07_22_56_15.png,1024,768,foxhole,2,137,104,211
29-2019_07_07_22_56_15.png,1024,768,foxhole,349,105,451,192
29-2019_07_07_22_56_15.png,1024,768,storage_box,704,47,738,93
29-2019_07_07_22_56_15.png,1024,768,fortified_wall,341,140,660,260
29-2019_07_07_22_56_15.png,1024,768,fortified_wall,651,117,964,250
29-2019_07_07_22_56_15.png,1024,768,fortified_wall,936,107,1024,239
3-2019_07_07_22_56_15.png,1024,768,flatbed,416,270,737,428
3-2019_07_07_22_56_15.png,1024,768,player,512,395,546,436
3-2019_07_07_22_56_15.png,1024,768,toggle_vehicle_operation,14,729,342,756
30-2019_07_07_22_56_15.png,1024,768,watchtower,489,211,643,433
30-2019_07_07_22_56_15.png,1024,768,player,457,386,486,431
30-2019_07_07_22_56_15.png,1024,768,foxhole,333,274,488,424
30-2019_07_07_22_56_15.png,1024,768,foxhole,58,20,155,100
30-2019_07_07_22_56_15.png,1024,768,foxhole,905,440,1024,589
30-2019_07_07_22_56_15.png,1024,768,pillbox,724,666,873,768
30-2019_07_07_22_56_15.png,1024,768,foxhole,1,554,72,713
30-2019_07_07_22_56_15.png,1024,768,fortified_wall,1,359,314,583
30-2019_07_07_22_56_15.png,1024,768,fortified_wall,8,188,331,480
30-2019_07_07_22_56_15.png,1024,768,raised_gate,231,13,356,251
31-2019_07_07_22_56_15.png,1024,768,player,461,379,496,426
31-2019_07_07_22_56_15.png,1024,768,pillbox,617,218,741,326
31-2019_07_07_22_56_15.png,1024,768,foxhole,777,138,908,235
31-2019_07_07_22_56_15.png,1024,768,raised_gate,1,39,313,311
31-2019_07_07_22_56_15.png,1024,768,fortified_wall,1,234,99,360
31-2019_07_07_22_56_15.png,1024,768,fortified_wall,267,1,467,132
31-2019_07_07_22_56_15.png,1024,768,foxhole,95,1,181,76
31-2019_07_07_22_56_15.png,1024,768,foxhole,14,354,151,501
31-2019_07_07_22_56_15.png,1024,768,watchtower,31,434,255,624
32-2019_07_07_22_56_15.png,1024,768,watchtower,464,108,586,319
32-2019_07_07_22_56_15.png,1024,768,player,415,433,449,476
32-2019_07_07_22_56_15.png,1024,768,storage_box,88,589,164,654
32-2019_07_07_22_56_15.png,1024,768,fortified_wall,68,318,471,509
32-2019_07_07_22_56_15.png,1024,768,fortified_wall,1,347,301,542
32-2019_07_07_22_56_15.png,1024,768,foxhole,292,282,402,380
32-2019_07_07_22_56_15.png,1024,768,fortified_wall,431,74,477,397
32-2019_07_07_22_56_15.png,1024,768,fortified_wall,443,1,655,177
34-2019_07_07_22_56_15.png,1024,768,container,99,391,326,567
34-2019_07_07_22_56_15.png,1024,768,storage_box,258,624,336,702
34-2019_07_07_22_56_15.png,1024,768,storage_box,144,700,241,768
34-2019_07_07_22_56_15.png,1024,768,storage_box,342,660,410,741
34-2019_07_07_22_56_15.png,1024,768,player,533,407,563,448
35-2019_07_07_22_56_15.png,1024,768,storage_box,238,222,292,269
35-2019_07_07_22_56_15.png,1024,768,wire,173,285,381,387
35-2019_07_07_22_56_15.png,1024,768,player,490,417,527,463
35-2019_07_07_22_56_15.png,1024,768,foxhole,89,198,214,304
35-2019_07_07_22_56_15.png,1024,768,fortified_wall,614,463,722,768
35-2019_07_07_22_56_15.png,1024,768,fortified_wall,566,167,668,511
35-2019_07_07_22_56_15.png,1024,768,fortified_wall,526,2,603,249
36-2019_07_07_22_56_15.png,1024,768,storage_box,134,654,218,722
36-2019_07_07_22_56_15.png,1024,768,flatbed,704,60,872,289
36-2019_07_07_22_56_15.png,1024,768,fortified_wall,596,635,676,768
36-2019_07_07_22_56_15.png,1024,768,fortified_wall,552,266,649,661
36-2019_07_07_22_56_15.png,1024,768,fortified_wall,517,37,590,337
36-2019_07_07_22_56_15.png,1024,768,fortified_wall,497,1,549,106
36-2019_07_07_22_56_15.png,1024,768,foxhole,29,212,188,337
36-2019_07_07_22_56_15.png,1024,768,foxhole,68,28,172,111
36-2019_07_07_22_56_15.png,1024,768,foxhole,1,590,97,755
36-2019_07_07_22_56_15.png,1024,768,player,496,420,534,463
36-2019_07_07_22_56_15.png,1024,768,wire,304,99,444,173
36-2019_07_07_22_56_15.png,1024,768,wire,405,59,503,149
36-2019_07_07_22_56_15.png,1024,768,wire,400,13,505,78
36-2019_07_07_22_56_15.png,1024,768,foxhole,983,200,1024,280
36-2019_07_07_22_56_15.png,1024,768,wire,826,104,986,174
37-2019_07_07_22_56_15.png,1024,768,player,481,414,528,465
37-2019_07_07_22_56_15.png,1024,768,wire,396,620,738,763
37-2019_07_07_22_56_15.png,1024,768,foxhole,168,569,378,768
37-2019_07_07_22_56_15.png,1024,768,foxhole,10,253,154,382
37-2019_07_07_22_56_15.png,1024,768,wire,296,85,390,173
37-2019_07_07_22_56_15.png,1024,768,flatbed,525,1,705,101
37-2019_07_07_22_56_15.png,1024,768,foxhole,757,1,835,37
37-2019_07_07_22_56_15.png,1024,768,fortified_wall,703,315,929,524
37-2019_07_07_22_56_15.png,1024,768,fortified_wall,512,114,749,403
37-2019_07_07_22_56_15.png,1024,768,fortified_wall,370,5,537,209
37-2019_07_07_22_56_15.png,1024,768,storage_box,388,563,453,607
38-2019_07_07_22_56_15.png,1024,768,player,544,438,578,483
38-2019_07_07_22_56_15.png,1024,768,wire,495,313,632,509
38-2019_07_07_22_56_15.png,1024,768,foxhole,64,576,277,768
38-2019_07_07_22_56_15.png,1024,768,wire,239,126,375,218
38-2019_07_07_22_56_15.png,1024,768,fortified_wall,365,96,646,310
38-2019_07_07_22_56_15.png,1024,768,fortified_wall,618,213,1024,493
38-2019_07_07_22_56_15.png,1024,768,flatbed,724,70,997,267
38-2019_07_07_22_56_15.png,1024,768,fortified_wall,151,25,381,184
39-2019_07_07_22_56_15.png,1024,768,wire,355,160,494,311
39-2019_07_07_22_56_15.png,1024,768,pillbox,565,302,681,404
39-2019_07_07_22_56_15.png,1024,768,sandbag,677,345,748,477
39-2019_07_07_22_56_15.png,1024,768,pillbox,714,461,861,604
39-2019_07_07_22_56_15.png,1024,768,foxhole,795,598,954,750
39-2019_07_07_22_56_15.png,1024,768,foxhole,310,534,469,685
